ORDER_ID,CUSTOMER_ID,ORDER_DATE,CATEGORY,           PRICE,    QUANTITY,REVENUE,PAYMENT_METHOD,CUSTOMER_AGE,GENDER,REVIEW_SCORE,IS_RETURNED
O102799,C1449,8/21/2023,Electronics,487.1,1,487.1,PayPal,44,Male,5,0
O102800,C1215,5/15/2023,Books,56.42,2,112.84,Bank Transfer,56,Male,3,0
O102801,C1065,1/18/2023,Sports,240.24,1,240.24,Credit Card,36,Male,5,0
O102802,C1038,3/9/2023,Books,323.98,4,1295.92,UPI,30,Female,3,0
O102803,C1463,8/5/2023,Home,221.81,1,221.81,PayPal,55,Female,5,0
O102804,C1357,10/13/2023,Clothing,86.5,2,173,Debit Card,32,Male,1,0
O102805,C1173,6/22/2023,Books,61.57,4,246.28,UPI,61,Male,5,0
O102806,C1370,1/24/2023,Electronics,111.73,3,335.19,Debit Card,26,Female,4,0
O102807,C1467,7/29/2023,Beauty,420.37,2,840.74,Bank Transfer,19,Female,4,0
O102808,C1149,9/2/2023,Beauty,60.34,1,60.34,PayPal,60,Male,3,0
O102809,C1371,10/29/2023,Books,318.86,1,318.86,Credit Card,35,Male,2,0
O102810,C1459,1/4/2023,Books,15.97,1,15.97,UPI,33,Female,2,0
O102811,C1346,11/29/2023,Sports,114.5,4,458,Bank Transfer,64,Female,3,0
O102812,C1225,4/1/2023,Books,275.05,2,550.1,UPI,39,Female,4,0
O102813,C1484,2/19/2023,Clothing,283,4,1132,Debit Card,45,Female,5,0
O102814,C1175,1/25/2023,Books,367.39,4,1469.56,UPI,47,Female,4,0
O102815,C1147,6/15/2023,Sports,7.8,2,15.6,Debit Card,36,Male,3,0
O102816,C1489,3/15/2023,Electronics,436.65,3,1309.95,PayPal,28,Female,4,0
O102817,C1266,5/23/2023,Books,200.56,1,200.56,UPI,45,Female,4,0
O102818,C1051,6/27/2023,Home,496.62,4,1986.48,PayPal,55,Male,2,0
O102819,C1148,5/21/2023,Sports,30.61,4,122.44,Bank Transfer,52,Male,2,1
O102820,C1454,3/28/2023,Home,470.73,3,1412.19,Debit Card,61,Male,3,0
O102821,C1474,4/29/2023,Beauty,260.2,4,1040.8,Debit Card,38,Male,5,0
O102822,C1050,4/16/2023,Books,50.75,4,203,UPI,55,Male,4,1
O102823,C1015,11/3/2023,Electronics,98.3,1,98.3,UPI,54,Male,2,0
O102824,C1004,9/8/2023,Electronics,125.46,2,250.92,Debit Card,56,Male,3,0
O102825,C1145,10/20/2023,Sports,233.59,2,467.18,Bank Transfer,63,Male,5,0
O102826,C1426,8/21/2023,Home,436.01,1,436.01,Credit Card,18,Male,5,0
O102827,C1228,8/10/2023,Sports,53.36,2,106.72,Debit Card,49,Male,4,0
O102828,C1443,3/12/2023,Home,265.74,3,797.22,Credit Card,57,Female,4,0
O102829,C1412,2/10/2023,Beauty,485.1,1,485.1,PayPal,25,Male,3,0
O102830,C1168,3/22/2023,Books,440.97,2,881.94,Debit Card,32,Female,5,0
O102831,C1233,11/19/2023,Beauty,284.35,3,853.05,UPI,23,Male,3,0
O102832,C1362,12/19/2023,Home,414.83,2,829.66,Credit Card,49,Female,5,0
O102833,C1052,12/28/2023,Books,69.45,4,277.8,Debit Card,41,Male,1,0
O102834,C1431,10/13/2023,Beauty,316.69,4,1266.76,Credit Card,33,Male,4,0
O102835,C1126,3/12/2023,Books,314.09,1,314.09,Bank Transfer,40,Male,5,0
O102836,C1345,4/11/2023,Home,216.2,1,216.2,Bank Transfer,51,Male,5,0
O102837,C1249,4/6/2023,Beauty,112.26,1,112.26,Bank Transfer,21,Female,1,0
O102838,C1068,4/12/2023,Beauty,59.99,1,59.99,Credit Card,37,Male,3,0
O102839,C1002,8/11/2023,Electronics,201.99,1,201.99,Bank Transfer,41,Male,2,0
O102840,C1364,4/2/2023,Electronics,252.11,1,252.11,Bank Transfer,38,Female,3,0
O102841,C1315,7/14/2023,Beauty,448.38,4,1793.52,UPI,24,Male,2,0
O102842,C1327,6/28/2023,Sports,487.56,1,487.56,UPI,61,Male,4,1
O102843,C1450,6/3/2023,Clothing,497.8,4,1991.2,Debit Card,39,Female,3,0
O102844,C1251,11/19/2023,Sports,210.31,1,210.31,UPI,38,Female,5,0
O102845,C1279,9/4/2023,Home,309.81,2,619.62,Credit Card,61,Male,2,0
O102846,C1058,5/28/2023,Sports,285.7,3,857.1,Bank Transfer,51,Female,5,0
O102847,C1127,12/6/2023,Sports,162.46,2,324.92,Credit Card,21,Male,2,0
O102848,C1238,6/13/2023,Beauty,227.97,2,455.94,Credit Card,64,Female,4,0
O102849,C1357,7/23/2023,Beauty,346.47,1,346.47,PayPal,49,Female,2,0
O102850,C1431,9/8/2023,Books,197.08,4,788.32,Bank Transfer,22,Male,5,0
O102851,C1015,5/29/2023,Home,51.25,2,102.5,UPI,43,Male,2,0
O102852,C1456,7/29/2023,Electronics,123.61,1,123.61,UPI,37,Female,5,0
O102853,C1134,12/12/2023,Home,139.86,4,559.44,Bank Transfer,57,Female,5,1
O102854,C1415,8/15/2023,Sports,70.13,4,280.52,Bank Transfer,63,Female,4,0
O102855,C1468,1/28/2023,Home,423.94,1,423.94,Bank Transfer,27,Male,5,0
O102856,C1174,11/22/2023,Electronics,457.34,3,1372.02,Debit Card,22,Female,5,0
O102857,C1210,4/24/2023,Books,102.13,4,408.52,PayPal,38,Male,4,0
O102858,C1400,11/17/2023,Electronics,54.52,1,54.52,UPI,27,Female,3,0
O102859,C1067,11/6/2023,Books,437.26,1,437.26,Credit Card,21,Male,5,0
O102860,C1411,7/14/2023,Electronics,203.66,1,203.66,Debit Card,22,Female,4,0
O102861,C1393,10/11/2023,Electronics,333.46,3,1000.38,Credit Card,25,Male,2,0
O102862,C1186,10/2/2023,Clothing,203.75,1,203.75,PayPal,45,Female,5,0
O102863,C1441,4/28/2023,Home,208.83,4,835.32,PayPal,21,Female,1,0
O102864,C1170,7/31/2023,Clothing,419.68,2,839.36,UPI,30,Male,4,0
O102865,C1482,1/7/2023,Electronics,483.86,4,1935.44,Credit Card,56,Male,4,0
O102866,C1257,7/23/2023,Sports,272.78,4,1091.12,Credit Card,56,Male,4,0
O102867,C1145,6/4/2023,Electronics,47.06,4,188.24,PayPal,58,Male,4,0
O102868,C1018,5/20/2023,Beauty,227.23,3,681.69,Credit Card,30,Female,5,0
O102869,C1336,7/25/2023,Clothing,443.53,2,887.06,Debit Card,26,Male,3,0
O102870,C1040,2/7/2023,Books,135.8,1,135.8,Bank Transfer,19,Male,2,0
O102871,C1008,10/5/2023,Books,290.58,3,871.74,PayPal,46,Male,3,0
O102872,C1377,10/29/2023,Sports,335.5,2,671,PayPal,49,Female,4,0
O102873,C1402,6/15/2023,Sports,130.03,1,130.03,UPI,41,Male,5,0
O102874,C1155,5/21/2023,Sports,439.04,4,1756.16,PayPal,44,Male,3,0
O102875,C1136,12/2/2023,Books,280.82,2,561.64,Bank Transfer,24,Female,4,0
O102876,C1150,8/8/2023,Electronics,422.98,3,1268.94,PayPal,31,Female,5,0
O102877,C1288,5/23/2023,Sports,201.03,4,804.12,Debit Card,20,Male,5,0
O102878,C1196,1/9/2023,Sports,142.49,2,284.98,Bank Transfer,20,Female,4,0
O102879,C1391,10/7/2023,Beauty,376.02,3,1128.06,Credit Card,63,Female,5,0
O102880,C1115,10/23/2023,Electronics,66.32,2,132.64,Bank Transfer,39,Male,5,0
O102881,C1229,7/9/2023,Sports,291.46,1,291.46,UPI,35,Male,4,0
O102882,C1330,6/9/2023,Home,282.95,3,848.85,PayPal,50,Male,5,0
O102883,C1049,10/15/2023,Clothing,211.87,3,635.61,PayPal,26,Female,4,0
O102884,C1304,5/8/2023,Electronics,98.73,2,197.46,PayPal,57,Female,1,0
O102885,C1316,8/31/2023,Books,292.55,3,877.65,UPI,34,Male,2,0
O102886,C1031,9/10/2023,Home,41.79,1,41.79,Bank Transfer,45,Female,4,0
O102887,C1380,6/22/2023,Clothing,308.01,2,616.02,Credit Card,62,Female,3,0
O102888,C1353,10/17/2023,Books,72.84,3,218.52,Bank Transfer,52,Male,4,0
O102889,C1138,12/20/2023,Clothing,92.72,2,185.44,UPI,34,Female,5,0
O102890,C1280,9/13/2023,Home,206.4,4,825.6,PayPal,35,Female,5,0
O102891,C1237,12/29/2023,Sports,154.38,4,617.52,UPI,51,Male,5,0
O102892,C1472,2/23/2023,Sports,216.14,1,216.14,Credit Card,49,Female,2,0
O102893,C1066,1/7/2023,Clothing,137.42,3,412.26,UPI,39,Male,5,0
O102894,C1086,4/12/2023,Sports,239.15,3,717.45,Credit Card,27,Male,5,0
O102895,C1454,8/6/2023,Sports,177.75,2,355.5,PayPal,38,Female,4,1
O102896,C1072,10/8/2023,Sports,167.14,3,501.42,Bank Transfer,60,Male,5,0
O102897,C1152,3/2/2023,Sports,234.44,2,468.88,Debit Card,39,Female,3,0
O102898,C1268,6/15/2023,Books,61.21,3,183.63,Debit Card,55,Male,3,0
O102899,C1073,5/29/2023,Books,305.95,1,305.95,PayPal,51,Female,5,0
O102900,C1266,11/6/2023,Home,480.62,2,961.24,Bank Transfer,38,Female,3,0
O102901,C1108,6/19/2023,Beauty,82.34,4,329.36,PayPal,25,Male,2,0
O102902,C1269,8/31/2023,Electronics,217.63,1,217.63,Debit Card,24,Female,2,0
O102903,C1092,3/18/2023,Sports,300.09,1,300.09,Credit Card,45,Male,1,0
O102904,C1160,12/26/2023,Clothing,198.89,2,397.78,PayPal,27,Male,4,0
O102905,C1276,8/23/2023,Home,275.88,4,1103.52,Credit Card,63,Male,3,0
O102906,C1320,8/28/2023,Books,431.12,1,431.12,PayPal,42,Male,3,0
O102907,C1180,11/22/2023,Books,42.2,3,126.6,PayPal,58,Female,4,0
O102908,C1322,1/8/2023,Clothing,23.81,3,71.43,Debit Card,18,Female,2,0
O102909,C1421,8/7/2023,Books,445.71,3,1337.13,Debit Card,54,Female,2,0
O102910,C1320,7/26/2023,Home,352.91,1,352.91,UPI,58,Male,4,0
O102911,C1040,10/31/2023,Clothing,120.53,1,120.53,Credit Card,39,Male,4,0
O102912,C1144,4/2/2023,Home,227.59,4,910.36,UPI,54,Male,3,0
O102913,C1065,9/25/2023,Books,341.36,4,1365.44,Bank Transfer,57,Female,5,0
O102914,C1295,10/31/2023,Books,382.53,4,1530.12,Debit Card,34,Female,1,0
O102915,C1108,3/28/2023,Electronics,292.76,4,1171.04,PayPal,48,Male,3,0
O102916,C1047,11/11/2023,Clothing,263.14,4,1052.56,PayPal,26,Male,4,0
O102917,C1244,1/1/2023,Home,7.46,2,14.92,Credit Card,18,Male,4,0
O102918,C1071,9/19/2023,Sports,88.64,2,177.28,Bank Transfer,35,Female,2,0
O102919,C1168,6/4/2023,Books,192.71,4,770.84,Credit Card,25,Male,4,0
O102920,C1287,7/21/2023,Sports,425.85,1,425.85,Bank Transfer,29,Female,3,0
O102921,C1182,6/9/2023,Books,164.68,1,164.68,Debit Card,46,Male,1,0
O102922,C1453,11/6/2023,Clothing,311.48,1,311.48,PayPal,34,Female,5,0
O102923,C1365,3/15/2023,Sports,468.31,4,1873.24,UPI,31,Female,4,0
O102924,C1251,12/22/2023,Home,440.55,4,1762.2,Credit Card,23,Female,2,0
O102925,C1334,6/28/2023,Clothing,9.51,3,28.53,Credit Card,20,Female,5,0
O102926,C1438,8/27/2023,Beauty,269.86,4,1079.44,Debit Card,50,Female,4,0
O102927,C1110,11/12/2023,Books,282.75,3,848.25,PayPal,61,Female,5,0
O102928,C1192,4/2/2023,Beauty,124.83,3,374.49,Credit Card,46,Male,4,0
O102929,C1227,7/4/2023,Books,184.81,2,369.62,PayPal,25,Male,4,0
O102930,C1301,6/8/2023,Home,419.69,3,1259.07,Credit Card,60,Female,2,0
O102931,C1469,5/10/2023,Books,408.7,1,408.7,Credit Card,28,Female,5,0
O102932,C1018,11/28/2023,Home,111.91,3,335.73,Bank Transfer,53,Female,4,1
O102933,C1023,12/23/2023,Beauty,110.88,4,443.52,Debit Card,27,Female,5,0
O102934,C1321,1/30/2023,Books,192.94,1,192.94,Credit Card,60,Female,4,0
O102935,C1312,11/20/2023,Sports,445.17,2,890.34,Bank Transfer,20,Male,5,0
O102936,C1243,11/28/2023,Books,250.58,3,751.74,Credit Card,36,Male,5,0
O102937,C1190,1/15/2023,Books,159.28,2,318.56,PayPal,32,Male,3,0
O102938,C1446,3/9/2023,Electronics,494.64,3,1483.92,Bank Transfer,37,Male,3,0
O102939,C1029,8/16/2023,Beauty,336.39,2,672.78,Credit Card,25,Female,5,0
O102940,C1050,10/6/2023,Home,429.31,2,858.62,PayPal,54,Male,4,0
O102941,C1171,12/11/2023,Home,202.7,2,405.4,PayPal,22,Female,5,0
O102942,C1265,1/8/2023,Beauty,483.22,1,483.22,Bank Transfer,19,Female,1,0
O102943,C1429,12/8/2023,Beauty,38.78,4,155.12,Credit Card,47,Male,4,0
O102944,C1099,9/14/2023,Clothing,329.04,1,329.04,Debit Card,40,Male,2,0
O102945,C1089,8/16/2023,Electronics,50.25,1,50.25,Debit Card,24,Male,4,0
O102946,C1353,9/16/2023,Sports,207.36,2,414.72,PayPal,56,Male,3,1
O102947,C1160,5/21/2023,Books,178.25,3,534.75,Debit Card,36,Male,5,0
O102948,C1175,8/27/2023,Books,38.2,1,38.2,Credit Card,49,Female,2,0
O102949,C1046,3/1/2023,Electronics,30.63,2,61.26,PayPal,28,Male,5,0
O102950,C1096,6/12/2023,Books,166.96,3,500.88,Credit Card,48,Male,3,0
O102951,C1404,1/6/2023,Clothing,387.95,1,387.95,Debit Card,25,Female,5,0
O102952,C1042,5/7/2023,Home,129.74,4,518.96,PayPal,26,Male,4,0
O102953,C1159,1/28/2023,Sports,416.14,1,416.14,Debit Card,58,Male,3,0
O102954,C1143,3/13/2023,Books,29.82,1,29.82,Debit Card,52,Female,4,0
O102955,C1116,4/7/2023,Home,456.32,3,1368.96,PayPal,43,Male,2,0
O102956,C1152,5/13/2023,Beauty,266.01,4,1064.04,Bank Transfer,64,Female,3,0
O102957,C1048,9/8/2023,Home,252.87,2,505.74,UPI,19,Female,4,0
O102958,C1179,11/25/2023,Books,379.08,4,1516.32,Bank Transfer,53,Male,5,0
O102959,C1019,10/27/2023,Sports,342.96,3,1028.88,PayPal,42,Male,5,0
O102960,C1360,8/11/2023,Home,194.01,4,776.04,Debit Card,64,Male,5,0
O102961,C1176,12/25/2023,Books,134,4,536,UPI,34,Female,4,0
O102962,C1047,9/20/2023,Clothing,138.05,4,552.2,Debit Card,32,Male,2,0
O102963,C1240,5/14/2023,Electronics,112.54,3,337.62,Credit Card,56,Male,5,0
O102964,C1244,3/13/2023,Sports,440.65,4,1762.6,UPI,29,Female,2,0
O102965,C1191,10/16/2023,Sports,60.54,4,242.16,UPI,50,Male,5,0
O102966,C1166,12/26/2023,Electronics,489.06,1,489.06,Debit Card,22,Male,3,0
O102967,C1082,8/4/2023,Sports,341.12,1,341.12,Debit Card,27,Female,4,0
O102968,C1332,2/21/2023,Clothing,137.34,3,412.02,Debit Card,41,Female,5,0
O102969,C1084,8/28/2023,Books,443.83,2,887.66,PayPal,42,Male,3,1
O102970,C1225,11/12/2023,Sports,244.26,4,977.04,UPI,57,Female,3,0
O102971,C1375,7/24/2023,Sports,417.26,2,834.52,PayPal,21,Female,5,0
O102972,C1371,7/11/2023,Books,64.96,2,129.92,Debit Card,45,Female,4,1
O102973,C1348,7/25/2023,Home,349.01,2,698.02,Credit Card,37,Male,5,0
O102974,C1391,9/17/2023,Electronics,12.63,1,12.63,Bank Transfer,49,Female,4,0
O102975,C1397,5/18/2023,Books,47.49,2,94.98,Bank Transfer,63,Male,3,0
O102976,C1084,9/20/2023,Clothing,382.3,4,1529.2,Debit Card,48,Male,5,0
O102977,C1488,10/18/2023,Clothing,126.18,2,252.36,PayPal,18,Female,2,0
O102978,C1404,1/28/2023,Electronics,304.67,1,304.67,Debit Card,47,Male,4,0
O102979,C1411,6/27/2023,Sports,168.5,3,505.5,Bank Transfer,21,Male,4,0
O102980,C1236,1/1/2023,Beauty,33.43,4,133.72,PayPal,32,Male,5,0
O102981,C1453,3/30/2023,Home,194.87,2,389.74,Debit Card,53,Male,4,0
O102982,C1095,5/1/2023,Clothing,287.32,2,574.64,Bank Transfer,52,Male,5,0
O102983,C1371,5/6/2023,Clothing,165.1,4,660.4,UPI,37,Female,4,0
O102984,C1003,9/2/2023,Clothing,312.43,4,1249.72,Debit Card,42,Male,4,0
O102985,C1242,10/9/2023,Beauty,383.92,4,1535.68,Bank Transfer,60,Male,5,0
O102986,C1468,8/30/2023,Beauty,97.47,3,292.41,Bank Transfer,19,Female,4,1
O102987,C1362,5/5/2023,Electronics,334.38,1,334.38,Bank Transfer,55,Male,3,0
O102988,C1163,3/10/2023,Sports,164.07,2,328.14,Debit Card,54,Female,3,0
O102989,C1420,12/12/2023,Beauty,397.46,2,794.92,Bank Transfer,40,Female,4,1
O102990,C1274,2/6/2023,Home,215.53,4,862.12,Bank Transfer,50,Male,2,0
O102991,C1114,11/8/2023,Clothing,325.84,1,325.84,PayPal,53,Female,1,0
O102992,C1186,6/24/2023,Books,11.27,2,22.54,Credit Card,38,Female,4,0
O102993,C1469,2/9/2023,Beauty,99.98,1,99.98,PayPal,62,Male,2,0
O102994,C1256,4/7/2023,Electronics,78.97,1,78.97,PayPal,62,Female,4,0
O102995,C1223,2/17/2023,Home,131.34,4,525.36,Bank Transfer,62,Male,2,0
O102996,C1218,3/19/2023,Home,473.19,4,1892.76,Debit Card,23,Female,3,0
O102997,C1346,9/4/2023,Electronics,304.76,1,304.76,Debit Card,30,Female,4,0
O102998,C1092,3/25/2023,Sports,245.78,1,245.78,UPI,38,Male,3,0
O102999,C1239,2/12/2023,Home,308.5,2,617,Credit Card,59,Female,4,0
O103000,C1412,1/7/2023,Clothing,441.26,2,882.52,Debit Card,36,Male,5,0
O103001,C1295,9/17/2023,Sports,340.7,3,1022.1,Bank Transfer,20,Male,4,0
O103002,C1249,12/1/2023,Beauty,363.77,1,363.77,Bank Transfer,32,Female,2,0
O103003,C1395,1/28/2023,Home,276.08,4,1104.32,Bank Transfer,25,Female,2,0
O103004,C1380,11/21/2023,Electronics,175.72,1,175.72,UPI,30,Female,4,0
O103005,C1258,7/10/2023,Sports,55.03,1,55.03,Debit Card,26,Female,4,0
O103006,C1058,4/2/2023,Sports,453.91,3,1361.73,UPI,49,Female,4,0
O103007,C1446,12/12/2023,Electronics,269.22,1,269.22,PayPal,60,Male,3,0
O103008,C1173,12/29/2023,Books,198.48,3,595.44,Debit Card,43,Male,4,0
O103009,C1264,11/11/2023,Beauty,141.21,2,282.42,Bank Transfer,33,Female,4,0
O103010,C1025,8/26/2023,Home,142.3,4,569.2,Credit Card,20,Male,4,0
O103011,C1445,9/8/2023,Sports,411.23,4,1644.92,Debit Card,34,Male,4,1
O103012,C1456,11/3/2023,Beauty,389.78,3,1169.34,Debit Card,60,Female,3,0
O103013,C1218,6/22/2023,Beauty,370.4,4,1481.6,Debit Card,27,Male,5,0
O103014,C1278,5/17/2023,Clothing,414.08,1,414.08,Debit Card,56,Female,5,0
O103015,C1214,1/9/2023,Sports,323.23,1,323.23,Debit Card,37,Female,5,0
O103016,C1326,1/19/2023,Books,52.81,3,158.43,Credit Card,26,Female,4,0
O103017,C1375,1/19/2023,Books,44.03,3,132.09,Bank Transfer,25,Male,3,0
O103018,C1090,2/13/2023,Books,142.85,3,428.55,Credit Card,61,Male,3,0
O103019,C1373,3/16/2023,Beauty,422.13,4,1688.52,Bank Transfer,56,Female,5,0
O103020,C1458,5/21/2023,Home,488.63,4,1954.52,Bank Transfer,25,Male,3,0
O103021,C1471,9/26/2023,Books,124.28,1,124.28,Bank Transfer,41,Male,2,0
O103022,C1040,6/17/2023,Home,428.38,2,856.76,Credit Card,49,Male,2,0
O103023,C1312,11/23/2023,Electronics,35.26,4,141.04,Bank Transfer,48,Male,5,0
O103024,C1173,11/23/2023,Beauty,462.49,3,1387.47,Debit Card,27,Female,3,0
O103025,C1206,1/12/2023,Clothing,360.84,3,1082.52,Debit Card,25,Male,4,0
O103026,C1429,8/10/2023,Electronics,466.23,2,932.46,PayPal,60,Female,5,0
O103027,C1156,11/12/2023,Books,55.99,1,55.99,UPI,51,Male,2,0
O103028,C1356,1/26/2023,Home,30.57,2,61.14,UPI,19,Female,5,0
O103029,C1111,8/12/2023,Home,382.84,1,382.84,PayPal,63,Female,5,0
O103030,C1257,12/10/2023,Electronics,201.74,1,201.74,UPI,23,Female,4,1
O103031,C1466,4/3/2023,Beauty,321.61,2,643.22,Debit Card,44,Female,4,0
O103032,C1003,7/28/2023,Clothing,297.81,4,1191.24,Credit Card,59,Female,4,0
O103033,C1337,3/8/2023,Home,362.47,1,362.47,Debit Card,32,Female,3,0
O103034,C1307,11/22/2023,Home,468.27,3,1404.81,Credit Card,36,Male,4,0
O103035,C1116,1/10/2023,Beauty,378.49,2,756.98,Debit Card,35,Male,5,0
O103036,C1033,11/10/2023,Home,240.78,3,722.34,UPI,45,Female,3,0
O103037,C1302,8/4/2023,Beauty,87.97,2,175.94,UPI,32,Female,4,0
O103038,C1278,7/19/2023,Sports,60.79,3,182.37,UPI,46,Male,5,0
O103039,C1176,6/24/2023,Home,33.92,1,33.92,Debit Card,58,Female,3,0
O103040,C1078,8/25/2023,Beauty,20.63,3,61.89,Bank Transfer,20,Male,5,0
O103041,C1273,12/24/2023,Clothing,114.54,2,229.08,Bank Transfer,19,Female,3,0
O103042,C1207,1/17/2023,Beauty,282.01,3,846.03,UPI,51,Male,5,1
O103043,C1324,9/7/2023,Books,287.21,3,861.63,Debit Card,38,Male,5,0
O103044,C1107,9/29/2023,Home,334.88,2,669.76,Debit Card,63,Female,4,0
O103045,C1385,6/11/2023,Sports,447.88,2,895.76,Bank Transfer,47,Male,2,0
O103046,C1080,11/16/2023,Books,91.93,1,91.93,PayPal,32,Female,1,0
O103047,C1290,8/9/2023,Sports,90.74,3,272.22,Credit Card,22,Female,4,0
O103048,C1285,9/9/2023,Clothing,189.79,2,379.58,Bank Transfer,46,Male,3,0
O103049,C1194,11/7/2023,Electronics,79.61,3,238.83,Credit Card,54,Female,4,0
O103050,C1112,4/19/2023,Electronics,382.03,4,1528.12,UPI,36,Female,4,1
O103051,C1092,3/23/2023,Beauty,153.04,2,306.08,Bank Transfer,60,Female,5,0
O103052,C1181,4/22/2023,Sports,93.37,2,186.74,UPI,60,Female,3,0
O103053,C1164,7/5/2023,Beauty,367.65,2,735.3,Credit Card,40,Female,3,0
O103054,C1258,10/2/2023,Books,64.74,1,64.74,Bank Transfer,37,Male,1,0
O103055,C1440,7/26/2023,Sports,197.83,1,197.83,Bank Transfer,31,Female,4,0
O103056,C1423,8/19/2023,Clothing,262.94,1,262.94,PayPal,23,Female,5,1
O103057,C1148,1/2/2023,Books,209.75,3,629.25,Debit Card,18,Female,3,0
O103058,C1336,3/30/2023,Beauty,190.54,2,381.08,Credit Card,42,Female,4,0
O103059,C1298,12/1/2023,Sports,373.39,2,746.78,Bank Transfer,40,Female,4,0
O103060,C1097,11/22/2023,Electronics,58.85,3,176.55,UPI,55,Male,5,0
O103061,C1071,11/9/2023,Books,54.79,4,219.16,UPI,34,Male,4,1
O103062,C1307,10/20/2023,Beauty,93.41,2,186.82,Bank Transfer,32,Male,4,0
O103063,C1167,11/9/2023,Clothing,209.98,4,839.92,PayPal,40,Female,3,0
O103064,C1351,2/16/2023,Home,428,3,1284,Credit Card,61,Female,3,0
O103065,C1283,9/19/2023,Clothing,397.62,4,1590.48,PayPal,40,Female,5,0
O103066,C1189,5/3/2023,Clothing,314.55,4,1258.2,Bank Transfer,61,Male,4,0
O103067,C1166,3/9/2023,Home,345.61,3,1036.83,Credit Card,27,Male,3,0
O103068,C1106,10/23/2023,Sports,485.73,3,1457.19,Bank Transfer,25,Male,3,1
O103069,C1351,11/5/2023,Sports,442.61,2,885.22,PayPal,29,Male,4,0
O103070,C1499,8/25/2023,Books,208.33,4,833.32,Credit Card,20,Female,3,0
O103071,C1447,3/23/2023,Clothing,284.99,3,854.97,Bank Transfer,60,Male,2,0
O103072,C1004,1/17/2023,Beauty,426.26,1,426.26,Bank Transfer,43,Female,4,0
O103073,C1442,7/17/2023,Electronics,390.6,1,390.6,Bank Transfer,46,Female,3,0
O103074,C1453,10/3/2023,Electronics,334.28,2,668.56,UPI,44,Male,5,0
O103075,C1225,9/4/2023,Beauty,42.3,4,169.2,Credit Card,60,Female,4,0
O103076,C1416,7/23/2023,Beauty,334.82,3,1004.46,Credit Card,51,Female,3,0
O103077,C1205,9/19/2023,Beauty,402.86,1,402.86,Bank Transfer,32,Female,4,0
O103078,C1404,3/5/2023,Electronics,46.56,2,93.12,PayPal,26,Female,3,1
O103079,C1389,10/24/2023,Electronics,392.89,3,1178.67,PayPal,27,Female,4,0
O103080,C1212,12/3/2023,Home,246.07,3,738.21,PayPal,18,Male,5,0
O103081,C1408,9/5/2023,Clothing,10.43,1,10.43,Debit Card,32,Male,3,0
O103082,C1169,11/25/2023,Beauty,424.66,4,1698.64,Credit Card,56,Female,4,0
O103083,C1461,12/30/2023,Sports,407.49,4,1629.96,PayPal,25,Female,5,0
O103084,C1176,6/1/2023,Beauty,483.99,2,967.98,Bank Transfer,27,Female,5,0
O103085,C1404,8/19/2023,Beauty,420.23,3,1260.69,Debit Card,36,Female,4,1
O103086,C1305,1/19/2023,Clothing,342.22,1,342.22,PayPal,22,Female,4,1
O103087,C1014,4/24/2023,Home,217.14,4,868.56,UPI,63,Female,4,0
O103088,C1366,5/30/2023,Home,317.84,4,1271.36,PayPal,34,Female,4,0
O103089,C1244,1/1/2024,Sports,269.19,2,538.38,Debit Card,45,Male,5,0
O103090,C1381,12/22/2023,Clothing,33.02,2,66.04,PayPal,25,Female,3,0
O103091,C1440,7/16/2023,Home,338.34,1,338.34,PayPal,42,Male,5,0
O103092,C1436,4/19/2023,Books,158.46,1,158.46,Debit Card,51,Male,3,0
O103093,C1300,1/7/2023,Home,47.26,4,189.04,Debit Card,23,Female,5,0
O103094,C1245,11/13/2023,Clothing,149.7,3,449.1,Debit Card,24,Male,5,1
O103095,C1301,9/14/2023,Home,447.1,4,1788.4,UPI,55,Female,5,0
O103096,C1194,9/6/2023,Beauty,18.68,4,74.72,PayPal,54,Female,3,0
O103097,C1090,9/5/2023,Sports,122.39,2,244.78,Credit Card,20,Male,5,0
O103098,C1176,4/26/2023,Home,473.05,1,473.05,PayPal,39,Male,5,0
O103099,C1077,5/23/2023,Books,318.3,4,1273.2,Credit Card,23,Male,3,0
O103100,C1183,9/13/2023,Sports,30.97,1,30.97,UPI,47,Male,5,0
O103101,C1431,9/26/2023,Clothing,37.31,3,111.93,PayPal,57,Female,5,0
O103102,C1341,1/17/2023,Sports,180.99,2,361.98,Credit Card,32,Female,3,0
O103103,C1260,2/4/2023,Home,273.89,2,547.78,UPI,31,Male,2,0
O103104,C1497,1/29/2023,Sports,470.42,4,1881.68,UPI,59,Male,5,0
O103105,C1126,5/12/2023,Beauty,26.39,3,79.17,PayPal,33,Male,1,1
O103106,C1117,12/20/2023,Beauty,187.5,2,375,Bank Transfer,39,Male,5,1
O103107,C1021,11/8/2023,Home,84.66,4,338.64,UPI,26,Female,4,0
O103108,C1047,4/8/2023,Beauty,371.01,1,371.01,Credit Card,61,Male,5,0
O103109,C1268,6/5/2023,Electronics,424.29,4,1697.16,PayPal,39,Male,4,1
O103110,C1125,10/27/2023,Books,293.15,2,586.3,Bank Transfer,35,Female,5,0
O103111,C1051,10/2/2023,Electronics,276.72,2,553.44,Debit Card,61,Male,3,0
O103112,C1101,9/2/2023,Electronics,60.71,3,182.13,Bank Transfer,27,Male,3,0
O103113,C1244,4/12/2023,Electronics,153.21,1,153.21,UPI,48,Male,3,0
